id,nama,perusahaan,jenis_pestisida,no_registrasi,tgl_terbit,tgl_berakhir
3473,DEVOTE 250 EC,DHARMA GUNA WIBAWA,Herbisida,01030120237869,2023-08-28,2028-08-28
3474,ADENGO 315 SC,BAYER INDONESIA,Herbisida,01030120134842,2023-04-26,2028-04-26
3475,TAKEOVER 505 SL,TIGA MUARA EMAS MAKMUR,Insektisida,01010120134824,2022-12-05,2027-12-05
3476,PRESULOR 20/280 OD,RAINBOW AGROSCIENCES,Herbisida,01030120238047,2024-03-04,2029-03-04
3477,DKMETOAR 400 EC,DANKEN INDONESIA,Insektisida,01010120165430,2026-07-16,2031-07-16
3478,TRAVERSA 20/60 WG,ETONG CHEMICAL INDONESIA,Insektisida,01010120217269,2022-01-14,2027-01-14
3479,TURMADAN328 276 SL,TIGA MUARA EMAS MAKMUR,Herbisida,01030120259143,2025-11-13,2030-11-13
3480,ANDALL 865 SL,ANDALL HASA PRIMA,Herbisida,01030120021674,2023-04-26,2028-04-26
3481,MONOSULTAP 95 TC,CENTA BRASINDO ABADI CHEMICAL INDUSTRY,Insektisida,042018537,2023-02-08,2028-02-08
3482,PROMOZIM 250 EC,TIGA MUARA EMAS MAKMUR,Fungisida,01020120237923,2023-08-28,2028-08-28
3483,RUNING 77 WP,PETROKIMIA KAYAKU,Fungisida,01020120134781,2023-04-26,2028-04-26
3484,DUTAGRON 2 GR,PT. Duta Alam Prima,Insektisida,01010120206828,2026-01-20,2031-01-20
3485,BAZAK 29/12 WG,ROYAL AGRO INDONESIA,Insektisida,01010120248577,2025-02-17,2030-02-17
3486,BROXIL 52 WP,PERSADA AGRO SUKSES,Fungisida,01020120227287,2022-06-27,2027-06-27
3487,GULMARON 80 WP,TRIBINA TANIKARYA,Herbisida,01030119981413,2026-07-16,2031-07-16
3488,ULATGUARD 3 GR,ALFA BETA AGROCHEMICAL,Insektisida,010101202569496,2026-04-20,2031-04-20
3489,FENTANI 60 WP,TANGGUH AGRO NUSA INDONESIA,Moluskisida,01050120248483,2024-11-18,2029-11-18
3490,PAENAMAXI WP,PRIMA AGRO TECH,Fungisida,01.01.01.2022.177,2022-06-27,2027-06-27
3491,BESVIDOR 25 WP,TIARA BUANA MANDIRI,Insektisida,01010120113878,2025-09-26,2030-09-26
3492,WIN 10 WP,AGRICULTURE CONSTRUCTION,Herbisida,01030119951209,2026-01-20,2031-01-20
3493,ISAFORD 865 SL,INDO-SINO AGROCHEMICAL,Herbisida,01030120269390,2026-04-20,2031-04-20
3494,TRIDAXONE 276 SL*,TRIDA KIMIA SAKTI,Herbisida,01030120042176,2025-07-11,2030-07-11
3495,ZINTOP 70 WG,SUMANS MANDIRI SEJAHTERA,Herbisida,01030120145120,2025-02-17,2030-02-17
3496,GIBBROVAB 20 WP,Agro Bumi Timur,Zat Pengatur Tumbuh Tanaman,01040120258777,2025-07-11,2030-07-11
3497,DIMETOMORF 98 TC,SOLO LOGO INDONESIA,Fungisida,042021944,2025-11-13,2030-11-13
3498,RANCAKBANA 160 SL,TIGA MUARA EMAS MAKMUR,Herbisida,01030120248422,2024-09-19,2029-09-19
3499,DOLARIS 500/50 SC,CV. Raja Grafika,Herbisida,01030120206827,2025-09-26,2030-09-26
3500,PEMBURU 20/40 WG,ACE BIOCHEM INDONESIA,Insektisida,01010120248312,2024-08-09,2029-08-09
3501,GIGA 135 SL,BIOTIS AGRINDO,Herbisida,01030120093441,2023-04-26,2028-04-26
3502,LATRIN 25 EC,BIO AGRITECH NUSANTARA,Bahan pengawet kayu,01110120248508,2024-11-18,2029-11-18
3503,SORALIS 500/50 SC,AGROMANNA JAYA LESTARI,Herbisida,01030120165652,2026-07-16,2031-07-16
3504,PUNTOXTRA 70 WG,RAINBOW AGROSCIENCES,Insektisida,01010120134807,2023-02-08,2028-02-08
3505,SOPETON 108 EC,PETROKIMIA KAYAKU,Insektisida,01010120083294,2022-12-05,2027-12-05
3506,Triclopyr Bee 95 TC,DALZON CHEMICALS INDONESIA,Herbisida,042019803,2024-11-18,2029-11-18
3507,ARES 100 SL,DELTAGRO MULIA SEJATI,Insektisida,01010120124203,2025-09-26,2030-09-26
3508,FATAL 250 EC,BIOTIS AGRINDO,Moluskisida,01050120093334,2022-12-05,2027-12-05
3509,GESTAPO 450 SL,GRAHA AGRO,Insektisida,01010120134576,2023-02-08,2028-02-08
3510,PIVARON 100 EC,DALZON CHEMICALS INDONESIA,Insektisida,01010120175859,2022-12-05,2027-12-05
3511,Proxel 758,ARXADA CHEMICALS INDONESIA,Pestisida lain-lain,0420251406,2025-09-26,2030-09-26
3512,MACAN CENTA 150 SL,CENTA BRASINDO ABADI CHEMICAL INDUSTRY,Herbisida,01030120259236,2026-01-20,2031-01-20
3513,FLUSULFINAM 95 TC,KINGAGROOT BIOTECHNOLOGY INDONESIA,Herbisida,0420231228,2024-03-04,2029-03-04
3514,KAMIKAZE 318/53 EC,PETROKIMIA KAYAKU,Fungisida,01020120165622,2026-04-20,2031-04-20
3515,STAMULUS 80 WP,TANI MAS SUBUR,Fungisida,01020119971328,2023-02-08,2028-02-08
3516,TRICO-Z WP,CENTRA BIOTECH INDONESIA,Fungisida,01020120259140,2025-11-13,2030-11-13
3517,Proxel LS Preservative,ARXADA CHEMICALS INDONESIA,Pestisida lain-lain,0420241294,2024-08-09,2029-08-09
3518,MASCOT 480 SL,NATHANI CHEMICALS,Herbisida,01030120103770,2025-07-11,2030-07-11
3519,ACTIVE 280 EC,SINAR GENERAL INDUSTRIES,Insektisida,01010120196456,2024-11-18,2029-11-18
3520,RAINFLUMID PLUS 100/300 SC,RAINBOW AGROSCIENCES,Fungisida,01020120248688,2025-02-17,2030-02-17
3521,PMA-6 865 SL,TIGA MUARA EMAS MAKMUR,Herbisida,01030120227692,2023-02-08,2028-02-08
3522,TENTXONE 276 SL,MUTIARA AGRO SEJATI,Herbisida,01030120248434,2024-09-19,2029-09-19
3523,TENFU'S 20 SG,AGROMANNA JAYA LESTARI,Insektisida,01010120217090,2026-01-20,2031-01-20
3524,HOPTARA 500 EC,EXCEL MEG INDO,Insektisida,01010120186043,2023-08-28,2028-08-28
3525,PROPINEB 83 TK,BAYER INDONESIA,Fungisida,0420231141,2023-04-26,2028-04-26
3526,SOFFELL SNOW MOUNTAIN 150 AL,HERLINA INDAH,Repelen,06080120206686,2025-11-13,2030-11-13
3527,Soffell 130 SL,HERLINA INDAH,Repelen,06080120062474,2026-07-16,2031-07-16
3528,ROLLIMAX 500 SC,ROLIMEX KIMIA NUSAMAS,Herbisida,01030120248544,2024-11-18,2029-11-18
3529,DARGENT 55 SC,YANNO AGRO SCIENCE INDONESIA,Insektisida,01010120269349,2026-04-20,2031-04-20
3530,BEXAVIE 0.1 RB,CORTEVA AGRISCIENCE MANUFACTURING INDONESIA,Insektisida,01010120259177,2026-01-20,2031-01-20
3531,LAMBETA 50/50 EC,ARTHA BUANA MANDIRI,Insektisida,01010120155160,2026-01-20,2031-01-20
3532,FERGUSO 275 EC,ARTHA BUANA MANDIRI,Fungisida,01010120248612,2025-02-17,2030-02-17
3533,BISPYRIBAC-SODIUM 97 TC,RAINBOW AGROSCIENCES,Herbisida,042021977,2026-07-16,2031-07-16
3534,PROMOBAS 500 EC,TIGA MUARA EMAS MAKMUR,Insektisida,01010120134806,2022-12-05,2027-12-05
3535,TARGET 500 SC,NATHANI INDONESIA,Fungisida,01020120031915,2025-02-17,2030-02-17
3536,BULLWAT 250 SC,BERBAK AGRO SEJATI,Fungisida,01020120259042,2025-11-13,2030-11-13
3537,MAXIGOLD 2/38 WP,GRAHA AGRO,Herbisida,01030120269420,2026-04-20,2031-04-20
3538,sinatan 200 SL,TANGGUH AGRO NUSA INDONESIA,Herbisida,01030120238065,2024-03-04,2029-03-04
3539,SIDIN 50 EC,AGROKIMINDO KURNIABUANA,Insektisida,01010120011637,2026-07-16,2031-07-16
3540,K-OTHRINE 20 EW,DISCOVERY ENVIRONMENTAL SCIENCE INDONESIA,Pestisida Pengendalian Vektor Penyakit Pada Manusia,06090120093346,2024-09-19,2029-09-19
3541,SINASEN 300 SC,SINAMYANG INDONESIA,Bakterisida,01060120227462,2022-10-04,2027-10-04
3542,BEBALASS 540 SL,TIGA MUARA EMAS MAKMUR,Herbisida,01030120227497,2022-12-05,2027-12-05
3543,"Baygon 0,0097 MC",JOHNSON HOME HYGIENE PRODUCTS,Pestisida Rumah Tangga,06080120103608,2024-03-05,2029-03-05
3544,INLOV 40 SP,SARANA TANI INDONESIA MAKMUR,Insektisida,01010120227320,2022-06-27,2027-06-27
3545,STARCOP 259 SC,ROYAL AGRO INDONESIA,Fungisida,01020120248330,2024-08-09,2029-08-09
3546,SAGRI-PAS 287 SC,SATYA AGRO INDONESIA,Insektisida,01010120124383,2022-06-27,2027-06-27
3547,ICON 25 EC,SYNGENTA INDONESIA,Pestisida Pengendalian Vektor Penyakit Pada Manusia,0609011988831,2022-10-04,2027-10-04
3548,CONVEY COMPLETE 10/300 SC,BASF INDONESIA,Herbisida,01030120175893,2026-04-20,2031-04-20
3549,ARCHER 20 WG,DHARMA GUNA WIBAWA,Herbisida,01030120124542,2022-06-27,2027-06-27
3550,DETOP 400 SL,ASIA GALA KIMIA,Insektisida,01010120165427,2026-01-20,2031-01-20
3551,BESTARTOP 125/200 SC,TIARA BUANA MANDIRI,Fungisida,01020120155216,2025-02-17,2030-02-17
3552,AVENGER PLUS 50 SC,JIRONA AGRITAMA,Insektisida,01010120165485,2024-09-19,2029-09-19
3553,FORAMEZON 336 SC,FORAGRO MITRA SEJATI,Herbisida,01030120248487,2024-11-18,2029-11-18
3554,CARBOFURAN 98 TC,INDO-SINO AGROCHEMICAL,Insektisida,032025626,2026-01-20,2031-01-20
3555,CHOLECALCIFEROL 99 TC,KHARISMA AGRI WIJAYA,Rodentisida,0420251376,2025-07-11,2030-07-11
3556,"MATTOX 0,068 MC",MENARA JAYA LESTARI,Pestisida Rumah Tangga,06080120227434,2022-10-04,2027-10-04
3557,TREBON 95 EC,ARYSTA LIFESCIENCE TIRTA,Insektisida,0101011984723,2022-12-05,2027-12-05
3558,GLITOP 480 SL,FADJARPURNAMA PRATAMA INTI,Herbisida,01030119971321,2026-04-20,2031-04-20
3559,SIBIRU 80 WP,MAXXI AGRI INDONESIA,Fungisida,01020120238061,2024-03-04,2029-03-04
3560,EMASOL 30 EC,INTI EVERSPRING INDONESIA,Insektisida,01010120227401,2022-10-04,2027-10-04
3561,TOTAL MAX 200 EC,MULTI SARANA INDOTANI,Insektisida,01010120134728,2023-04-26,2028-04-26
3562,FLOSAFE 0.005 RB,GONGCHENG BIOTECH INDONESIA,Rodentisida,06120120259203,2026-01-20,2031-01-20
3563,"GUELA 12,5 PA",PETROSIDA GRESIK,Zat Pengatur Tumbuh Tanaman,01040120072943,2022-06-27,2027-06-27
3564,RALANG 480 SL,SPEKTRUM GEO INAGRO,Herbisida,01030120093482,2024-09-19,2029-09-19
3565,SINATRUM 200 SL,SOLO LOGO INDONESIA,Herbisida,01030120259127,2025-11-13,2030-11-13
3566,NEW CROCODILE NATURAL MOSQUITO COIL,FUMAKILLA NOMOS,Pestisida Rumah Tangga,032019453,2024-11-18,2029-11-18
3567,LOOSDOOL 40 SP,SARI KRESNA KIMIA,Insektisida,01010120237782,2023-04-26,2028-04-26
3568,ACTICIDE EPW2,JAYA WARINDO ABADI,Fungisida,0420231151,2023-04-26,2028-04-26
3569,MANUVER 400 SL,BIOTIS AGRINDO,Insektisida,01010120041981,2022-10-04,2027-10-04
3570,PRIMAMECT 200 SC,PRIMA KARYA BERJAYA,Insektisida,01010120186065,2023-08-28,2028-08-28
3571,AMON 150 SL,AGROTECH PESTICIDE INDUSTRY,Herbisida,01030120217016,2025-11-13,2030-11-13
3572,VAPE MAT,FUMAKILLA INDONESIA,Pestisida Rumah Tangga,032019457,2024-09-19,2029-09-19
3573,KONTAXONE 310 SL*,SINAR GENERAL INDUSTRIES,Herbisida,01030120114139,2022-06-27,2027-06-27
3574,Fluroxypyr-meptyl 97 TC,DALZON CHEMICALS INDONESIA,Herbisida,042019739,2024-08-09,2029-08-09
3575,PROFENOFOS 90 TC,INTI EVERSPRING INDONESIA,Insektisida,042018546,2023-04-26,2028-04-26
3576,MARADONA 490 SL,SURYA AGROKEMINDO PERKASA,Herbisida,01030120175908,2023-04-26,2028-04-26
3577,STARPAX 500 SC,REJEKI INDO AGROTEC,Herbisida,01030120206694,2025-02-17,2030-02-17
3578,STARPASS 200 EC,CENTA BRASINDO ABADI CHEMICAL INDUSTRY,Herbisida,01030120237816,2023-04-26,2028-04-26
3579,POWERFOS 410 SL,JATI EMAS UNGGUL,Fungisida,01020120238046,2024-03-04,2029-03-04
3580,SENATOR 200 EC,BIOTIS AGRINDO,Insektisida,01010120083292,2022-10-04,2027-10-04
3581,TABARAK 360 EC,NUFARM INDONESIA,Zat Pengatur Tumbuh Tanaman,032022522,2022-06-27,2027-06-27
3582,BESQUEEN 80 SP,SUMANS MANDIRI SEJAHTERA,Insektisida,01010120145042,2025-02-17,2030-02-17
3583,MELYRA 200/200 SC,BASF INDONESIA,Fungisida,01020120227331,2026-01-20,2031-01-20
3584,PROPEL 276 SL*,SURYA AGROKEMINDO PERKASA,Herbisida,01030120165640,2022-01-14,2027-01-14
3585,TEROZONE 240 EC,AGRO TERRUM INDONESIA,Herbisida,01030120248711,2025-02-17,2030-02-17
3586,CARBOFURAN 98 TC,INTI EVERSPRING INDONESIA,Insektisida,042019680,2024-03-04,2029-03-04
3587,DOWNMID 100/300 SC,RAINBOW AGROSCIENCES,Fungisida,01020120237993,2024-03-04,2029-03-04
3588,MARSHAL 200 EC,BINA GUNA KIMIA,Insektisida,032024561,2024-11-18,2029-11-18
3589,GRAB 150/75 SC,KRISTALINDO KARUNIA INTERNASIONAL,Pestisida Rumah Tangga,06080120248271,2024-08-09,2029-08-09
3590,RICEQUICK 50 WP,ROYAL AGRO INDONESIA,Herbisida,01030120175788,2023-04-26,2028-04-26
3591,RAZIO 400 SC,KIMIKA USAHA PRIMA,Fungisida,01020120237803,2023-04-26,2028-04-26
3592,NIKITOP 160 SL,SARI KRESNA KIMIA,Herbisida,01030120011558,2024-09-19,2029-09-19
3593,BRIGGS 720 SL,DALZON CHEMICALS INDONESIA,Zat Pengatur Tumbuh Tanaman,032024544,2024-08-09,2029-08-09
3594,CORONA PRIMA 200/125 SC,DELTA GIRI WACANA,Fungisida,01020120145050,2024-08-09,2029-08-09
3595,SILOGUD 250 EC,PHOSPHINDO JAYA UTAMA,Insektisida,05010120175793,2024-03-05,2029-03-05
3596,STARFOS 410 SL,AGRINDO PERSADATAMA,Fungisida,01020120269665,2026-07-16,2031-07-16
3597,RENNATE 40 WP,MITRA KREASIDHARMA,Insektisida,01010120145034,2024-08-09,2029-08-09
3598,TAKTI-KILL PBK DUA 3.0 VP,SEJAHTERA EKOLOGIKA DUTA QUEMIKA,Atraktan / Feromon,01070120259133,2025-11-13,2030-11-13
3599,ONE PUSH VAPE 4.6 AE,FUMAKILLA INDONESIA,Pestisida Rumah Tangga,06080120206651,2025-09-26,2030-09-26
3600,P-GLUFOSINAT 90 TC,AGRO JAYA INDONESIA,Herbisida,0420231200,2023-08-28,2028-08-28
3601,HIT 0.12 AE,GODREJ CONSUMER PRODUCTS INDONESIA,Pestisida Rumah Tangga,06080120196439,2024-11-18,2029-11-18
3602,VAPE 13.3 LV,FUMAKILLA INDONESIA,Pestisida Rumah Tangga,032010244,2026-01-20,2031-01-20
3603,MAGICIAN 80 WP,SINAR GENERAL INDUSTRIES,Herbisida,01030120269595,2026-07-16,2031-07-16
3604,DIMINA 720 SL,AGROKIMINDO KURNIABUANA,Herbisida,01030120062510,2021-10-12,2026-10-12
3605,VAPE 1.7 MV,FUMAKILLA INDONESIA,Pestisida Rumah Tangga,06080120206790,2025-11-13,2030-11-13
3606,FLOMAX 800 SC,AGRO INSANI SEMESTA,Fungisida,01020120206617,2025-02-17,2030-02-17
3607,Glyphosate 95% Teknis,TIGA MUARA EMAS MAKMUR,Herbisida,0420231131,2023-04-26,2028-04-26
3608,AGIB 10 SP,GRAHA AGRO,Zat Pengatur Tumbuh Tanaman,01040120186086,2023-02-08,2028-02-08
3609,AGXOTURON 50 WP,AGX ASIA INDONESIA,Herbisida,01030120237959,2024-03-04,2029-03-04
3610,PYRIGRAN 75 WG,SML AGRO INDONESIA,Insektisida,01010120217164,2026-07-16,2031-07-16
3611,TYPHOSAT 485 SL,FLORA DAN FAUNA,Herbisida,01030120145114,2024-11-18,2029-11-18
3612,DISCIPLINE 150 SL,MASCO AGRI GENETICS,Herbisida,01030120238116,2024-03-05,2029-03-05
3613,MAMOXONE 138 SL,LANGGENG MUSTIKA CHEMINDO,Herbisida,01030120248655,2025-02-17,2030-02-17
3614,Cap Gajah 0.005 BB,GODREJ CONSUMER PRODUCTS INDONESIA,Rodentisida,06120120217195,2026-07-16,2031-07-16
3615,BROTOP 276 SL,SARI KRESNA KIMIA,Herbisida,01030120227623,2023-02-08,2028-02-08
3616,CROPBEAM 34 ME,ENFARM CROP SCIENCE,Insektisida,01010120258918,2025-09-26,2030-09-26
3617,ADITRIN 50 EC,AGROCHEM JAYA,Insektisida,01010120124408,2023-08-28,2028-08-28
3618,ROTANIL 75 WP,INDAGRO,Fungisida,01020120011634,2026-07-16,2031-07-16
3619,CRUCIAL 400/300 SL,NUFARM INDONESIA,Herbisida,01030120165535,2026-01-20,2031-01-20
3620,Fentin Acetate 95 TC,SOLO LOGO INDONESIA,Moluskisida,0420231182,2023-08-28,2028-08-28
3621,PENJOL 80 WP,AGRO JAYA INDUSTRI,Fungisida,01020120248529,2024-11-18,2029-11-18
3622,TETRIN 36 EC,PETROKIMIA KAYAKU,Insektisida,01010120083299,2022-10-04,2027-10-04
3623,SOFFELL LEAF 13.7 LT,HERLINA INDAH,Pestisida Rumah Tangga,06080120248549,2024-11-18,2029-11-18
3624,ZEB-MOX 64/8 WP,PERSADA AGRO SUKSES,Fungisida,01020120258896,2025-07-11,2030-07-11
3625,AKOCYTHRIN 50 EC,ROYAL AGRO INDONESIA,Insektisida,01010120072699,2023-04-26,2028-04-26
3626,RATTUS 5 SL,SUMANS MANDIRI SEJAHTERA,Rodentisida,01120120258987,2025-09-26,2030-09-26
3627,PRIMA-FILA 125/400 SE,PRIMA KARYA BERJAYA,Fungisida,01020120227572,2022-12-05,2027-12-05
3628,SANVAL 200 EC,SANTANI AGRO PERKASA,Insektisida,01010120042140,2024-09-19,2029-09-19
3629,ROUNDUP HERBICIDE 486 SL,MONAGRO KIMIA,Herbisida,032013323,2023-04-26,2028-04-26
3630,"2,4-D 98 TC",TRUSTCHEM AGRO INDONESIA,Herbisida,0420231217,2024-03-04,2029-03-04
3631,PEROZIN 80 WP,ZENITH CROPSCIENCES INDONESIA,Fungisida,01020120031788,2024-03-05,2029-03-05
3632,GRASSELA 180/30 OD,NUFARM INDONESIA,Herbisida,01030120248272,2024-08-09,2029-08-09
3633,ABAMEKTIN 95 TC,RAINBOW AGROSCIENCES,Insektisida,042021975,2026-07-16,2031-07-16
3634,SIDRA UP 490 SL,SARI KRESNA KIMIA,Herbisida,01030120093520,2023-02-08,2028-02-08
3635,Amegrass 500 SC,PETROSIDA GRESIK,Herbisida,01030120042045,2023-08-28,2028-08-28
3636,SAPURATA 480 SL,ASIA GALA KIMIA,Herbisida,01030120072734,2026-04-20,2031-04-20
3637,METABAS 15/20 WP,MUTIARA AGRO SEJATI,Herbisida,01030120237906,2023-08-28,2028-08-28
3638,STARELLE 600/60 EC,MITRA KREASIDHARMA,Insektisida,01010120145109,2024-08-09,2029-08-09
3639,TIRTAKUM 0.005 BB,TIGA MUARA EMAS MAKMUR,Rodentisida,01120120227471,2022-10-04,2027-10-04
3640,TRIDALLY 24 WG,TRIDA KIMIA SAKTI,Herbisida,01030120124394,2022-06-27,2027-06-27
3641,ACTELLIC 300 CS,SYNGENTA INDONESIA,Pestisida Pengendalian Vektor Penyakit Pada Manusia,06090120165593,2021-11-18,2026-11-18
3642,BarkArmor 250/100 SC,KHARISMA AGRI WIJAYA,Fungisida,01020120269524,2026-07-16,2031-07-16
3643,MYLTOP 40 SP,TRIDA KIMIA SAKTI,Insektisida,01010120144914,2023-08-28,2028-08-28
3644,KEPRETIN 100 EC,Agro Bumi Timur,Insektisida,01010120124474,2023-04-26,2028-04-26
3645,SONGTONE 6/72 WG,SUNJOY AGRO INDONESIA,Fungisida,01020120248426,2024-09-19,2029-09-19
3646,SIDATHION 210/15 EC,PETROSIDA GRESIK,Insektisida,01010120093563,2023-08-28,2028-08-28
3647,RIVAL 200 EC,PERDANA AGRO MANDIRI,Insektisida,01010120103858,2026-01-20,2031-01-20
3648,FUNGIFLEX 100 EC,LOTUS GLOBALINDO SENTOSA,Bahan pengawet kayu,04110120269372,2026-04-20,2031-04-20
3649,BEAM 75 WP,CORTEVA AGRISCIENCE MANUFACTURING INDONESIA,Fungisida,01020120155214,2025-02-17,2030-02-17
3650,NUFOSAT 480 SL,CROP CARE INDONESIA,Herbisida,01030120031905,2026-07-16,2031-07-16
3651,Clean-Zeb 80 WP,SATYA ALAM SEMESTA,Fungisida,01020120248245,2024-08-09,2029-08-09
3652,LINDOMIN 865 SL,NUFARM INDONESIA,Herbisida,0103011989867,2024-08-09,2029-08-09
3653,ASETOR 250 EC,AGROMANNA JAYA LESTARI,Fungisida,01020120093516,2024-09-19,2029-09-19
3654,HIT 0.13 AE,GODREJ CONSUMER PRODUCTS INDONESIA,Insektisida,06080120237762,2023-04-26,2028-04-26
3655,ERKAFURON 20 WP,ROLIMEX KIMIA NUSAMAS,Herbisida,01030120134861,2024-03-05,2029-03-05
3656,CHLORADINO PLUS 10/40 WG,RAINBOW AGROSCIENCES,Insektisida,01010120258751,2025-07-11,2030-07-11
3657,GOSONGTOP 276 SL*,MAXXI AGRI INDONESIA,Herbisida,01030120114029,2026-07-16,2031-07-16
3658,CLINCHER 100 EC,CORTEVA AGRISCIENCE MANUFACTURING INDONESIA,Herbisida,032019468,2024-11-18,2029-11-18
3659,PENTA GLI-Z 240 SL,PRIMA KARYA BERJAYA,Herbisida,01030120206960,2025-11-13,2030-11-13
3660,RACUMIN 0.75 TP,DISCOVERY ENVIRONMENTAL SCIENCE INDONESIA,Rodentisida,011201197477,2025-09-26,2030-09-26
3661,ARYTOP 150/150 EC,ARYSTA LIFESCIENCE TIRTA,Fungisida,01020120072710,2026-04-20,2031-04-20
3662,PRODIAMIN 865 SL,WINNER AGROCHEM INTERNUSA,Herbisida,01030120248683,2025-02-17,2030-02-17
3663,MANTRAKOL 70 WP,EXCEL MEG INDO,Fungisida,01020120113902,2025-02-17,2030-02-17
3664,HIT ONE PUSH EXPERT 1.95 AE,GODREJ CONSUMER PRODUCTS INDONESIA,Pestisida Rumah Tangga,06080120217055,2026-04-20,2031-04-20
3665,RAYDOCK 55 EC,MULTI SARANA INDOTANI,Insektisida,01010120175786,2025-09-26,2030-09-26
3666,"NEOFRON 0,5 GR",MULTI SARANA INDOTANI,Insektisida,01010120238167,2024-03-05,2029-03-05
3667,VAPE 12 VP,FUMAKILLA INDONESIA,Pestisida Rumah Tangga,06080120227598,2022-12-05,2027-12-05
3668,RESTRAINT-P2 500 EC,CAKRA AGRO INDONESIA,Fungisida,01020120248322,2024-08-09,2029-08-09
3669,TEMPLAR 121.8/243.6 SC,BAYER INDONESIA,Pestisida Pengendalian Vektor Penyakit Pada Manusia,02010120227363,2022-06-27,2027-06-27
3670,ABAMECTIN 95 TC,TAPAL KOEDA INDONESIA,Insektisida,0420231169,2023-08-28,2028-08-28
3671,ETHEPHON 75 TK,MULTI SARANA INDOTANI,Zat Pengatur Tumbuh Tanaman,0420221063,2022-12-05,2027-12-05
3672,NOMINEE 103 OF,PETROKIMIA KAYAKU,Herbisida,01030120124309,2026-07-16,2031-07-16
3673,PRIMA-SNAIL 60 WP,PRIMA KARYA BERJAYA,Moluskisida,01050120217081,2026-01-20,2031-01-20
3674,GOAL 240 EC,SUMITOMO INDONESIA,Herbisida,0103011979391,2026-07-16,2031-07-16
3675,PAPIQUAT 138 SL*,PANEN AGRO PERKASA INDONESIA,Herbisida,01030120248413,2024-09-19,2029-09-19
3676,ANTIKEONG 65 WP,YANNO AGRO SCIENCE INDONESIA,Moluskisida,032025583,2025-07-11,2030-07-11
3677,PYRIPROXYFEN 98 TC,KHARISMA AGRI WIJAYA,Insektisida,0420251425,2025-11-13,2030-11-13
3678,DIMETHRIN 25 EC,BUMI MAKMUR LESTARI UTAMA,Insektisida,02140120113957,2026-07-16,2031-07-16
3679,MOXXAN 50 WP,SARAREA PANEN RAYA,Fungisida,01020120206757,2025-09-26,2030-09-26
3680,TANICARB 485 EC,TANI MAS SUBUR,Insektisida,01010120042013,2025-07-11,2030-07-11
3681,Sarkton 400/60 SL,KINGAGROOT BIOTECHNOLOGY INDONESIA,Herbisida,01030120269654,2026-07-16,2031-07-16
3682,VAPE 0.37 AE,FUMAKILLA INDONESIA,Pestisida Rumah Tangga,06080120196318,2024-03-05,2029-03-05
3683,VIOLIN 80 WP,SINAR GENERAL INDUSTRIES,Fungisida,01020120227479,2022-10-04,2027-10-04
3684,PARAQUAT DICHLORIDE 42 TC,TRIBINA TANIKARYA,Herbisida,0420241341,2024-11-18,2029-11-18
3685,SAPUKEONG 65 WP,TIGA MUARA EMAS MAKMUR,Moluskisida,01050120237806,2023-04-26,2028-04-26
3686,KIVALO 200/200 SC,BAYER INDONESIA,Fungisida,01020120155161,2024-11-18,2029-11-18
3687,THIAMETHOXAM 97 TC,PT. AGRORISEN INDOMAKMUR CEMERLANG,Insektisida,0420241292,2024-08-09,2029-08-09
3688,DIFENOCONAZOLE 95 TC,MULTI SARANA INDOTANI,Fungisida,042021942,2025-11-13,2030-11-13
3689,IMPACT 25 EC,DALZON CHEMICALS INDONESIA,Insektisida,01010120083194,2023-08-28,2028-08-28
3690,DAMEX 18 EC,MAJU MAKMUR UTOMO,Insektisida,01010120186020,2023-08-28,2028-08-28
3691,OXAMYL 42 TK,INTI EVERSPRING INDONESIA,Insektisida,032017418,2023-04-26,2028-04-26
3692,BARANNI 276 SL,DELTA GIRI WACANA,Herbisida,01030120155334,2024-09-19,2029-09-19
3693,QUINCLORAC 96 TC,MULTI SARANA INDOTANI,Herbisida,042020827,2024-08-09,2029-08-09
3694,DAPPER 75 WP,GLOBAL AGROTECH,Fungisida,01020120103724,2025-07-11,2030-07-11
3695,VAPE 0.93 AE,FUMAKILLA INDONESIA,Pestisida Rumah Tangga,032022537,2023-02-08,2028-02-08
3696,TRICLOLIER 667 EC,MULTI AGRO JAYA UTAMA,Herbisida,01030120238208,2024-03-05,2029-03-05
3697,ICON 100 CS,SYNGENTA INDONESIA,Pestisida Pengendalian Vektor Penyakit Pada Manusia,08090120062425,2026-07-16,2031-07-16
3698,ONE PUSH VAPE 21.3 AE,FUMAKILLA INDONESIA,Pestisida Rumah Tangga,06080120093585,2024-09-19,2029-09-19
3699,RUMBA 500 EC,AGRO CHEMICA,Insektisida,01010120031924,2025-07-11,2030-07-11
3700,FASTCRON 500/50 EC,SANTANI SEJAHTERA,Insektisida,01010120185951,2022-12-05,2027-12-05
3701,AZENTA 70 WG,ZENITH CROPSCIENCES INDONESIA,Fungisida,01020120206811,2025-09-26,2030-09-26
